,Unique IDs,Combined Text,Evacuations,Hazardous Terrain,Inaccurate Mapping,Ecological Resources,Command Transition,Wind,Dry Weather,Rain,Law Violations,Road Closures,Smoke,Military Base,Cultural Resources,Resource Shortage,Thunderstorms,Infrastructure,Injury,Livestock,Aerial Grounding
176,2007_CA-LAC-07232185_BUCKWEED_0,['extreme situation with continued forecast of. multiple incidents with limited resources available. rapid spread with santa ana winds and resource limitations and evacuations'],1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
177,2011_CA-BDF-12829_HILL_6,['evacs were lifted yesterday / mop-up of the interior burn areas continues.. critical infrastructure threat as described above.  bdf is the central ordering point  but the fire is being turned over to cal fire at around 1800.  bdu will become the central ordering point as of 1800 tonight.'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
178,2006_ID-IPF-008027_HUGHES 32 COMPLEX_23,['fire is within 1/8 mile of trigger/evaluation point for canadian mobilization.. hughes fire: low fire activity. fire is backing into the sprinkler systems and the wet line is holding. crew continues to maintain the sprinkler system. plowboy fire: removed hose lay.  minimal fire activity. air patrol monitored the continental spot fires.. inaccessible terrain requiring long walk-ins or helicopter transport of crews.  steep  rugged terrain in heavy fuel loading.  unburned fuels with potential of re-burn with wind shifts.'],0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
179,2014_005514_LOG_11,['ciimt 1 (mcgowan) in unified command with calfire (callison) will continue to manage the log fire in conjunction with the july complex.   resources from the log fire assisted the klamath national forest with a new start on lookout rd. near jones beach picnic area approximately 1/4 mile north of scott river rd. resources continue to work towards containment and mop-up the new fire.. active fire behavior with torching  short crown runs and spotting. downhill fire spread was supported by rolling material.'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2009_WA-OWF-1000_TWIN PEAKS_2,['potential east winds'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
181,2014_000776_POT HOLE_2,['creeping and received light precip'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
182,2013_CA-KNF-005949_FORKS COMPLEX_10,['icp relocation to etna will be completed today. coordination between this incident and the butler fire continue to achieve efficiency and mission success.. continuing structure defense actions in the little north fork and sawyers bar community. contingency planning for community of sawyers bar and continued fire movement. scouting direct and indirect line on western flank of the boulder fire and eastern flank of shelly fire.. steep rugged terrain  heavy fuels  snags and rolling material hampering control efforts. narrow roads with little to'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,2012_NM-LNF-007_LITTLE BEAR_17,['ending night shift after tonight shift.. steep and rocky terrain limits access to type i crews and air support only in the wilderness.  re-entry of public back into fire impacted areas creates continued problems with traffic and safety of fire crews working and traveling along roadways within the fire.  flooding is a possibility with any predicted moisture.'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,2010_CA-NOD-3873_COLEMAN_1,['did not need retardant  release t-2 limited back to modoc. predicted thunderstorms  large wildhorse burro gather starting to affect availability of resources.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
185,2007_CA-SHF-1882_WALLOW_13,['the wallow fire burned on both forest service (784 acres) and private lands (656 acres). the wallow fire has been transitioned to a type 3 organization.. the pre-existing forest closure was reduced in size yesterday  september 4  2007.'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,2010_NM-CCP-1004_NEW_0,['50% of perimeter is on rock cliff  possible to spread nw.. monitor'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,2013_NV-NNS-11013_SMITH RANCH_7,['steep terrain  power lines thunderstorms in the area continue to push the fire  wildland urban interface; fire currently posing threat to smith sub-division  thus  affecting approximately 30 primary residences; critical sage grouse habitat; mule deer habitat; with continued fire spread to the east will pose threat to ruby mountain wilderness area and continued fire spread to the southwest will impact several ranching operations.'],0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
188,2014_B042501_SPRINGERS BROOK FIRE_0,['surface and occasional crowning fire.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,2013_NM-SNF-000329_STABLE_0,['continued line construction on north end  scouting continuing to occur to the west.  fire registered with nm air quality bureau.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,2008_CA-KNF-3393_KLAMATH THEATER_355,['54 total miles of line are now planned for the ukonom fire. 51 of these miles have been completed. the east flank of the ukonom fire between div. cc and div. ww is being managed under a confinement strategy  and is not included in the percent containment calculations. structure threat in the forks of the salmon and pollacks gulch has diminished. consequently  the number of structures shown as threatened has been reduced. however  3 historic cabins and a lookout have now been added as threatened. type 2ia crews = 3.. crews are continuing work to complete the containment line on yellowjacket ridge down to drop point u148. crews will continue this line from drop point u148  into the little north fork of the salmon river then tie it into the 2006 uncles fire.. major problems include inaccessible  steep terrain; transportation issues; poison oak and structures.'],0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
191,2014_VA-VAS 0140633_OVER YONDER FIRE_2,['new acre (revised downward) is the result of actual mapping versus a field estimate.'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,2012_AZ-COF-1172_ONE THREE SEVEN_0,['completed conatinment lines and conducted burnout operation'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,2006_WY-SHF-000278_PURDY_11,['1250 acres on the shoshone nf and 8450 acres on the bridger-teton nf.. extreme fuel loading  erratic and strong dry thunderstorm winds  bug kill timber  difficult access  inversion  spotting.  managing one incident on two national forests.'],0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
194,2009_CA-BTU-9032_BUTTE LIGHTNING_2,['all resources demobilized. 5 detected fires are controlled.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,2014_007202_LODGE COMPLEX_34,['areas of the fire continue to burn in duff and litter  which creates potential for a reburn into the canopy.  these areas of concern are being closely monitored.  energy release components (erc) are at historically high levels. the average slope is 70%.    drift smoke from the fire has been settling in the ukiah valley and could create potential health and economic impacts  including vineyards and pear orchards. reports of smoke have been received from the santa rosa area of sonoma county.      all times represented are in central standard time (cst) unless otherwise noted.. erratic winds blew embers across containment lines but inside of contingency lines. crews are currently working on containing those spot fires. interior islands of unburned fuel continue to be consumed. the firing operation in div. m was completed early this morning. the fire is now down to the eel river in that division.  division p  w and y are being secured with aggressive mop up.   due to the success of the firing operation in div. m  the evacuation order previously issued has been downgraded to an evacuation warning. all areas that were previously in an evacuation warning will remain in an evacuation warning until further notice. effective 8/14/14 at 1400 hours.'],1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
196,2014_023454_APPLEGATE_2,['evacuations in effect for portions of the communities of applegate and weimar. dangerous rate of spread  long range spotting'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,2006_AZ-HVR-061409_SEMI_15,['critical endangered species habitat and cottonwood forest remain threatened.  a correction to yesterdays total personnel is included today.. 1.  lack of access and logistical needs for crews on the ground still present a problem but is not as critical as earlier.'],0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
198,2006_CO-CTX-000701_MATO VEGA_9,['transition to a local type 3 team will occur at 0600 on thursday  june 29.  the change in acres burned is due to more accurate mapping.. achieved containment. the fire is in heavy spruce/fir fuels in steep terrain.'],0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,2010_CO-LRX-000545_RESERVOIR ROAD_1,['transfer of command from nelson t3 to thomas t1 team to occure at 1900 today.  injury today a result of fall.. fire is burning to north to confluence of cottenwood creek.  spread has been to north in cottonwood gulch.  heavy helicopters supporting ground efforts in extremely steep and hazardours terrain.. .difficulty of terrain is extreme.  terrain is steep  dry fuels  urban interface  high winds  watershed  power lines  recreation  animal evacuations  live stock  power plants and power lines.'],1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
200,2006_FL-FLS-2006-12-0499_NIGHTCAP  _20,['mop up and de-mob/. fire is 100% contained but crews are monitoring smoke activity raising from fire in the muck.'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
201,2013_CA-KNF-005949_FORKS COMPLEX_31,['a road closure continues on hwy 93 from hwy 96 to nordheimer flat.  road crews will begin work to open hwy 93 to fire traffic.  the north coast unified air quality management district issued an air quality advisory for the communities of hoopa  willow creek  orleans  forks of salmon  burnt ranch  and karuk tribe.  support continues from california team 1 (mcgowen) supporting logistical resource needs for resources assigned to the butler fire at nordheimer campground as well as sharing air resources.  the fire has burned 2344 acres of the klamath national forest and 5154 acres of the six rivers national forest.. power and water systems in butler flat have been affected due to the fire.  rock fall damaged the water system.  structure protection continues in butler flat  nordheimer and other structures along the salmon river road.  the spot fire detected last operational shift on the northeast side of the salmon river has been lined and contained.    good progress continues on indirect control lines.  road crews are being organized to begin rock removal for opening hwy 93 to fire traffic only.. steep terrain continues to hamper direct line construction opportunities along with fire behavior from previous burn periods have forced resources to utilize indirect strategies.  spotting has been observed quarter to half mile and spotting across narrow canyons has been observed.  snags are present from previous fires contributing to increases in needed time to prep fire lines for firing operations.  forecasted thunderstorms are a concern for potential rapid rates of spread should high winds surface from thunderstorm outflows.  smoke inversion continues to impact air operations during the burn period.  logistical support due to road closures and long travel times are adding to the complexity of incident operations.  forecasted precipitation may impact the area increasing driving hazards on fire access roads.'],0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1
202,2010_CA-SQF-003564_CANYON_18,['ownership:  usfs  6032ac.; blm  2570ac.;  state sra  1217ac.    heavy timber type fuels in the upper elevations of div. c continue to produce a heat signature on ir flights.  steep ground and wind are still concerns.  fireline suppression repair continues.  demob process has started for the canyon incident.  local power company continues powerline repair.. crews continue to make good progress on mop-up and fireline suppression repair.  road closures are still in effect.. ir continues to show heat near the line in the upper elevations of division c; there is some scattered heat interior of division a.  other divisions show minimal heat.'],0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
